Number_of_Vehicles,Engine_CC_Mean,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Urban_or_Rural_Area,Day_of_Week,Hour,Accident_Severity
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2037.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,3222.0,20.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1598.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,1570.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2273.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1461.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1779.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,2464.0,30.0,Unknown,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,70.0,Fine no high winds,Frost or ice,Darkness - lights lit,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1592.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2096.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,1461.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,2069.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1493.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1398.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1595.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1242.0,30.0,Fine no high winds,Wet or damp,Darkness - lighting unknown,Urban,Tuesday,0,Slight
0,1294.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1461.0,60.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1586.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,1692.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,70.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Slight
0,1868.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,2179.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,12130.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,125.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1360.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,2380.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1124.0,30.0,Raining + high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Serious
0,661.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,2001.3333333333333,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1796.0,40.0,Raining no high winds,Wet or damp,Darkness - lighting unknown,Rural,Sunday,0,Slight
0,1753.0,30.0,Raining + high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1244.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1587.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,4598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,523.5,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1340.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,2329.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1984.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1686.0,30.0,Fine no high winds,Dry,Darkness - lighting unknown,Urban,Wednesday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1577.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1461.5,30.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1339.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1396.0,30.0,Unknown,Data missing or out of range,Daylight,Urban,Monday,0,Slight
0,0.0,40.0,Fine + high winds,Dry,Darkness - no lighting,Rural,Thursday,0,Serious
0,0.0,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1478.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Other,Frost or ice,Darkness - lights lit,Urban,Saturday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,10518.0,60.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Sunday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,645.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,40.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1461.0,50.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Saturday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Wednesday,0,Slight
0,1905.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1228.5,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1905.0,60.0,Fine + high winds,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,2963.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2962.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1360.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,70.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,2464.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,2073.5,70.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1870.0,30.0,Raining + high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1248.0,30.0,Fine no high winds,Wet or damp,Darkness - lighting unknown,Rural,Thursday,0,Serious
0,1606.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1248.0,30.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,125.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Urban,Friday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Serious
0,2402.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Serious
0,3324.6666666666665,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Serious
0,0.0,30.0,Unknown,Dry,Darkness - lights lit,Rural,Monday,0,Slight
0,1870.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,1413.3333333333333,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1995.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,124.0,40.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1795.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Other,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,1497.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Serious
0,1056.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1353.0,30.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1120.0,30.0,Fine + high winds,Dry,Darkness - lights unlit,Urban,Sunday,0,Slight
0,1556.0,40.0,Fine no high winds,Dry,Darkness - lighting unknown,Urban,Saturday,0,Serious
0,1199.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,1896.0,50.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Frost or ice,Daylight,Rural,Tuesday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,761.5,40.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1896.0,20.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,885.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1747.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Fatal
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Other,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,1342.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1364.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,50.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1993.0,40.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1799.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1010.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1242.0,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,599.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,2198.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,2200.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1498.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1493.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,909.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1997.0,30.0,Unknown,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Serious
0,2894.5,50.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1389.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,5480.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2051.0,70.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1587.0,30.0,Fine no high winds,Dry,Darkness - no lighting,Urban,Thursday,0,Slight
0,1753.0,30.0,Other,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,5861.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1587.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,998.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1829.0,30.0,Fine + high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,50.0,Other,Snow,Darkness - lights lit,Rural,Friday,0,Slight
0,5480.0,30.0,Other,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,1947.0,40.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Serious
0,3201.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Serious
0,1579.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,823.5,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1332.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1497.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1673.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1981.5,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,1582.0,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2187.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,796.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1149.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1633.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,3301.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,1191.0,50.0,Fine no high winds,Dry,Darkness - lights unlit,Rural,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1951.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1461.0,30.0,Other,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Frost or ice,Darkness - no lighting,Rural,Saturday,0,Slight
0,1149.0,60.0,Fine no high winds,Frost or ice,Darkness - no lighting,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Friday,0,Serious
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,883.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,2494.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,1297.5,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1989.25,70.0,Fog or mist,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,70.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,5880.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,124.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Raining + high winds,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,645.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1968.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1694.6666666666667,50.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,599.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,1998.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Saturday,0,Slight
0,1968.0,40.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,2799.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1299.0,30.0,Fine no high winds,Snow,Daylight,Rural,Tuesday,0,Slight
0,1994.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Monday,0,Slight
0,1479.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1341.0,30.0,Fine + high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,1942.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,2461.0,50.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1497.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1424.5,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1397.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1994.0,30.0,Other,Wet or damp,Darkness - lights lit,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Darkness - lights unlit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,0.0,20.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,1799.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1796.0,40.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Serious
0,899.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,125.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2467.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Fatal
0,1595.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,953.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,1686.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1797.5,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1829.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1399.0,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1753.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1720.6666666666667,50.0,Raining + high winds,Wet or damp,Daylight,Rural,Tuesday,0,Serious
0,0.0,60.0,Fine + high winds,Wet or damp,Darkness - lights lit,Rural,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Serious
0,1389.0,40.0,Raining no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,781.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
